CO_MAIN,CO_AUX,NO2_MAIN,NO2_AUX,GAS_TEMP,MICS_CO,MICS_NO2,MICS_HN3
330,3285,231,394,259,843,3165,1717
328,3285,228,396,259,845,3164,1719
328,3285,228,394,259,845,3165,1719
332,3285,234,398,259,845,3162,1717
331,3287,232,395,259,845,3165,1718
331,3285,230,394,259,844,3165,1717
328,3286,230,395,259,845,3165,1718
331,3285,226,395,259,843,3167,1716
330,3285,230,396,259,844,3165,1719
326,3283,230,394,259,845,3163,1718
329,3285,228,396,259,843,3165,1718
328,3288,230,401,259,844,3165,1718
331,3287,230,397,259,843,3163,1716
326,3285,232,400,259,844,3166,1719
333,3288,232,401,259,842,3167,1717
331,3285,233,402,259,845,3166,1716
330,3285,228,400,259,842,3167,1716
326,3284,227,396,264,843,3166,1716
330,3285,230,396,259,844,3165,1718
327,3285,230,393,259,844,3165,1718
326,3285,231,395,259,845,3166,1717
329,3286,228,394,260,845,3164,1718
330,3286,233,394,259,843,3165,1717
332,3285,234,396,259,844,3166,1717
329,3285,231,391,259,843,3165,1717
328,3285,230,389,259,843,3165,1717
326,3284,229,392,258,843,3165,1719
328,3287,236,393,259,845,3167,1717
330,3285,236,396,259,845,3166,1716
329,3285,236,396,259,845,3165,1718
331,3288,237,396,259,845,3165,1717
332,3289,239,399,259,843,3166,1717
332,3288,236,399,259,844,3167,1719
334,3290,238,396,259,844,3167,1717
335,3291,236,396,259,844,3166,1718
334,3290,230,395,259,842,3168,1716
332,3290,236,396,259,843,3166,1717
331,3285,235,398,259,845,3167,1718
334,3287,237,398,259,843,3166,1717
332,3288,236,396,259,844,3168,1718
328,3286,230,396,259,844,3166,1718
334,3290,233,393,259,842,3167,1717
330,3286,237,400,259,845,3165,1718
334,3289,236,398,259,845,3167,1717
334,3291,236,396,259,845,3168,1717
332,3290,233,396,259,844,3166,1718
334,3290,236,398,259,843,3166,1717
332,3290,235,396,259,843,3168,1717
332,3288,234,397,259,843,3165,1718
331,3289,232,399,259,844,3166,1717
335,3291,236,396,259,843,3166,1718
334,3289,236,398,259,844,3168,1718
335,3289,233,396,259,845,3168,1719
334,3290,235,398,259,845,3166,1718
329,3288,230,396,259,843,3165,1718
334,3290,231,399,259,841,3167,1717
332,3289,233,398,259,843,3169,1717
333,3289,235,397,259,843,3167,1718
337,3290,235,399,259,844,3168,1717
330,3289,230,395,259,843,3166,1718
335,3291,235,396,259,842,3168,1716
336,3292,233,394,259,842,3169,1718
334,3288,235,396,259,843,3168,1717
335,3290,231,393,259,843,3168,1717
333,3289,231,395,259,842,3167,1717
334,3291,233,395,259,841,3166,1717
332,3289,233,395,259,843,3169,1717
332,3288,232,394,259,842,3167,1717
330,3285,226,392,259,842,3168,1716
334,3287,233,396,260,844,3167,1717
335,3287,233,393,259,844,3166,1717
336,3286,235,395,259,844,3167,1717
330,3285,230,394,259,844,3166,1718
331,3285,230,394,259,843,3166,1719
334,3285,235,400,259,843,3167,1717
335,3287,234,396,259,843,3166,1717
332,3285,233,395,259,845,3166,1717
332,3288,233,395,259,844,3167,1718
330,3284,231,394,259,843,3166,1718
330,3285,230,396,259,844,3166,1719
323,3281,230,398,259,843,3166,1718
331,3284,235,395,259,842,3169,1717
326,3281,231,397,260,844,3165,1718
333,3286,235,397,259,842,3169,1717
327,3281,231,398,259,843,3165,1718
332,3283,237,397,259,843,3166,1718
326,3281,230,396,259,841,3166,1716
330,3282,234,393,259,842,3167,1719
328,3283,230,396,259,843,3168,1719
330,3287,228,400,259,843,3165,1718
331,3290,229,397,259,843,3166,1719
328,3281,232,395,264,844,3166,1717
325,3280,228,397,259,843,3166,1719
332,3282,230,392,259,841,3167,1717
330,3282,228,396,259,842,3167,1716
331,3281,230,400,259,842,3168,1717
333,3278,231,396,259,842,3167,1718
331,3281,232,399,259,843,3168,1716
330,3280,236,402,259,842,3169,1717
333,3281,234,402,259,841,3166,1717
331,3280,233,396,260,844,3168,1717
330,3281,230,402,259,843,3166,1719
330,3278,234,401,259,842,3168,1717
331,3277,230,397,259,842,3167,1717
331,3277,233,397,259,842,3168,1718
333,3279,233,397,259,842,3166,1718
330,3280,230,397,259,843,3165,1718
333,3281,234,396,259,844,3166,1717
331,3278,235,396,259,841,3169,1717
334,3281,233,396,259,842,3166,1717
330,3278,233,397,259,843,3169,1718
330,3277,229,398,259,842,3165,1718
334,3281,235,396,259,842,3168,1717
330,3278,235,396,259,843,3169,1718
333,3280,233,396,260,842,3169,1718
333,3280,226,396,259,841,3168,1716
334,3280,232,395,259,845,3169,1717
333,3277,235,396,259,842,3168,1717
337,3280,234,401,259,843,3168,1717
330,3277,235,398,259,844,3169,1717
327,3274,228,395,259,844,3168,1718
329,3273,233,376,259,845,3170,1717
336,3279,234,380,259,842,3169,1717
330,3279,233,380,259,843,3169,1717
332,3278,235,396,259,842,3169,1717
330,3279,231,401,259,843,3168,1718
334,3282,234,397,259,842,3168,1717
332,3278,235,397,259,843,3169,1717
330,3275,236,398,259,845,3169,1718
336,3279,235,396,259,842,3168,1716
330,3276,234,401,259,842,3169,1717
335,3278,233,393,259,842,3168,1719
334,3282,236,397,259,843,3169,1717
333,3281,234,394,259,842,3169,1717
329,3277,230,396,259,845,3165,1720
334,3281,236,400,259,844,3167,1717
334,3281,235,394,259,842,3168,1717
333,3281,234,396,259,842,3169,1717
330,3279,234,398,259,843,3169,1717
328,3279,230,396,259,841,3165,1717
334,3281,235,397,259,841,3169,1717
333,3281,232,394,259,842,3167,1716
331,3279,230,394,259,842,3169,1717
332,3282,233,395,259,843,3169,1717
331,3280,229,396,259,841,3168,1718
335,3283,234,401,259,843,3169,1717
335,3285,235,401,259,842,3167,1718
335,3280,235,398,259,842,3168,1717
330,3278,236,398,259,843,3169,1717
329,3281,229,395,259,843,3168,1719
328,3280,228,395,259,843,3168,1718
331,3284,233,395,259,842,3169,1718
330,3284,229,393,259,844,3167,1719
327,3282,230,399,259,844,3167,1718
331,3281,235,396,259,842,3169,1717
330,3281,235,396,259,842,3169,1718
333,3281,236,396,259,843,3169,1717
328,3282,230,398,259,841,3169,1718
330,3281,231,393,264,845,3170,1718
328,3281,229,394,264,842,3168,1717
330,3282,226,395,259,841,3170,1716
334,3286,228,403,259,843,3168,1718
333,3284,234,398,259,842,3169,1717
332,3282,231,394,259,841,3169,1717
330,3285,238,399,259,842,3167,1717
331,3283,233,398,259,842,3170,1717
332,3286,234,398,259,841,3170,1717
333,3283,229,396,259,841,3169,1716
331,3282,230,396,259,841,3169,1716
333,3284,230,395,259,843,3169,1717
330,3282,231,394,259,842,3169,1716
332,3284,232,396,259,842,3169,1717
327,3281,227,396,259,843,3167,1718
334,3283,235,397,259,843,3169,1718
332,3283,233,398,259,842,3169,1717
333,3281,235,396,259,843,3170,1717
334,3282,235,401,259,842,3169,1717
326,3281,231,396,259,842,3169,1719
333,3280,233,395,259,841,3169,1717
334,3282,233,395,259,843,3169,1716
331,3281,234,397,259,841,3170,1718
334,3283,233,397,259,842,3169,1717
335,3285,233,401,259,842,3170,1717
332,3281,233,398,259,841,3170,1717
334,3283,231,398,259,840,3169,1716
331,3281,235,398,259,841,3169,1718
330,3281,230,391,259,843,3167,1718
335,3281,233,394,259,841,3170,1717
335,3282,234,393,259,841,3169,1717
334,3281,236,395,259,844,3170,1718
333,3282,234,395,259,842,3169,1717
329,3280,230,394,259,843,3167,1718
335,3281,232,396,259,841,3169,1717
331,3281,234,396,259,841,3169,1717
334,3282,235,395,259,841,3169,1718
330,3281,234,393,259,841,3169,1717
333,3281,235,395,259,841,3169,1718
335,3282,235,394,259,841,3169,1717
332,3278,234,396,259,842,3169,1717
333,3281,234,396,259,842,3170,1717
332,3277,225,396,259,840,3171,1716
333,3277,235,397,259,841,3169,1717
330,3277,233,396,259,841,3169,1717
334,3280,236,397,259,842,3170,1718
334,3281,235,397,259,841,3169,1717
330,3279,230,395,259,842,3169,1719
333,3278,235,399,259,841,3169,1717
333,3282,233,394,259,842,3166,1717
333,3279,235,396,259,843,3170,1718
333,3280,235,401,259,844,3169,1717
330,3278,230,396,259,844,3170,1718
333,3280,230,394,259,843,3169,1718
335,3280,234,395,259,843,3170,1717
336,3281,236,398,259,843,3168,1717
332,3280,235,397,259,841,3169,1717
336,3281,236,397,259,843,3171,1718
330,3279,235,398,259,842,3170,1717
335,3281,235,401,259,842,3170,1717
330,3278,229,396,259,841,3169,1719
330,3281,234,404,259,843,3169,1718
331,3281,230,400,260,843,3169,1719
330,3277,227,398,259,842,3169,1718
329,3276,228,398,259,842,3169,1718
335,3279,235,397,259,840,3170,1717
330,3279,229,398,259,842,3169,1717
331,3275,233,401,259,842,3171,1717
329,3277,227,397,259,843,3169,1721
330,3275,230,396,259,842,3170,1717
329,3277,230,400,264,841,3170,1716
332,3278,235,406,264,841,3170,1716
329,3277,229,400,264,840,3169,1716
329,3282,230,400,264,841,3169,1717
334,3283,229,399,264,841,3169,1716
327,3276,232,397,259,841,3169,1719
334,3281,235,399,259,842,3172,1717
331,3276,238,401,259,841,3172,1717
334,3278,237,398,259,840,3170,1718
334,3279,235,395,259,841,3173,1717
329,3275,233,398,259,843,3169,1718
335,3278,236,397,259,842,3170,1717
335,3280,237,399,259,841,3171,1719
335,3278,235,396,259,841,3169,1718
333,3277,235,394,259,841,3171,1717
330,3274,230,393,259,842,3169,1718
336,3276,235,400,259,842,3169,1719
333,3274,236,398,259,842,3168,1718
336,3276,236,397,259,841,3169,1717
334,3274,237,397,259,841,3169,1717
333,3275,235,399,259,841,3170,1717
333,3275,235,400,259,842,3170,1717
331,3273,233,401,259,842,3172,1717
332,3275,234,401,259,841,3170,1718
331,3273,230,402,259,840,3171,1716
335,3273,235,399,259,841,3170,1717
332,3272,237,400,259,841,3169,1717
331,3271,232,396,259,842,3170,1718
333,3270,235,396,259,841,3170,1716
330,3273,230,395,259,841,3169,1718
335,3273,235,397,259,840,3170,1718
335,3270,233,393,259,841,3170,1717
334,3271,233,396,259,842,3170,1718
332,3269,230,392,259,842,3171,1718
329,3269,229,396,259,841,3170,1718
332,3271,235,398,259,842,3169,1718
332,3270,235,398,259,842,3169,1716
334,3273,235,396,259,841,3170,1717
328,3267,229,392,259,841,3169,1717
334,3273,235,396,259,841,3172,1717
332,3269,235,395,259,841,3171,1717
332,3269,234,393,259,841,3171,1717
332,3268,235,396,259,841,3169,1716
330,3269,228,392,259,840,3169,1719
330,3269,232,394,259,841,3169,1718
334,3272,232,392,259,841,3170,1717
333,3270,233,399,259,841,3170,1717
334,3271,232,396,259,841,3169,1718
330,3268,230,393,259,841,3169,1720
331,3272,228,395,259,842,3169,1718
334,3273,233,394,259,841,3171,1718
333,3272,234,396,259,841,3173,1717
334,3269,235,399,259,838,3170,1717
334,3273,234,397,259,841,3169,1718
335,3269,231,393,259,842,3169,1717
333,3269,233,395,259,842,3169,1718
332,3266,233,395,259,842,3169,1718
335,3269,230,396,259,839,3170,1716
332,3266,233,395,259,840,3171,1717
325,3264,233,398,259,843,3169,1719
332,3265,235,399,259,841,3170,1717
330,3268,230,405,259,841,3169,1718
334,3267,235,405,259,840,3172,1718
329,3265,233,405,259,841,3169,1718
330,3265,230,398,259,838,3169,1719
329,3265,232,401,259,841,3169,1719
328,3265,231,399,259,841,3169,1718
330,3265,233,403,259,842,3169,1720
332,3265,237,405,259,841,3172,1719
336,3268,238,401,259,841,3169,1718
329,3265,229,399,259,842,3170,1718
330,3265,232,402,259,842,3169,1719
330,3263,229,404,264,840,3171,1717
327,3261,233,402,259,841,3172,1717
332,3268,230,401,259,843,3171,1718
333,3265,233,396,259,842,3169,1717
330,3261,230,401,259,841,3169,1718
331,3262,233,396,259,841,3170,1717
333,3261,232,398,259,841,3171,1717
334,3262,234,400,259,841,3171,1717
332,3261,234,399,259,842,3168,1717
330,3260,230,401,260,841,3171,1718
335,3262,233,396,259,841,3173,1717
334,3259,235,399,259,841,3173,1717
330,3257,231,397,259,841,3173,1717
334,3260,233,392,259,841,3172,1717
333,3257,232,395,259,842,3172,1718
334,3259,233,396,259,841,3172,1717
332,3259,235,398,259,842,3171,1718
333,3259,233,400,259,841,3172,1717
328,3257,231,401,259,841,3170,1719
330,3256,233,397,259,841,3172,1717
331,3256,233,397,259,841,3171,1718
330,3256,235,398,259,841,3172,1717
330,3253,231,396,259,841,3173,1717
327,3251,229,399,259,841,3170,1718
328,3252,231,397,259,841,3170,1716
331,3254,231,396,259,840,3173,1717
332,3254,230,396,259,841,3173,1717
330,3252,233,396,259,841,3172,1717
326,3252,228,399,259,841,3169,1718
330,3255,231,400,259,841,3173,1717
332,3253,235,401,259,841,3173,1717
331,3253,234,402,259,841,3173,1718
332,3251,227,401,259,841,3173,1716
333,3252,235,401,259,841,3173,1717
331,3251,231,402,259,841,3173,1718
332,3252,233,400,259,841,3172,1717
335,3254,234,396,259,842,3170,1717
327,3251,228,402,259,841,3170,1719
332,3250,235,402,259,841,3171,1717
331,3253,230,396,259,841,3173,1717
330,3252,231,399,259,840,3173,1717
330,3253,235,400,259,839,3173,1717
327,3250,232,400,259,841,3170,1719
329,3248,232,396,259,841,3172,1717
327,3248,233,394,259,840,3172,1717
329,3251,233,397,259,841,3174,1716
333,3253,235,396,259,841,3173,1717
330,3251,230,393,259,841,3173,1717
330,3248,234,399,259,841,3173,1717
329,3248,234,397,259,840,3171,1716
332,3250,233,397,259,841,3172,1717
326,3247,230,396,259,841,3172,1718
330,3250,235,403,259,839,3171,1717
332,3249,238,399,259,841,3171,1716
330,3247,236,396,259,839,3171,1717
332,3248,234,396,259,841,3172,1717
324,3246,230,401,259,841,3172,1718
332,3250,237,404,259,841,3172,1717
328,3246,230,396,259,841,3171,1718
331,3248,233,393,259,841,3171,1717
326,3247,230,394,259,841,3169,1719
334,3246,236,398,259,841,3172,1717
326,3245,232,396,259,841,3171,1718
327,3242,230,401,259,841,3171,1718
326,3241,235,398,259,840,3170,1717
329,3241,237,397,259,841,3172,1717
332,3244,235,394,259,841,3170,1717
330,3242,235,396,259,840,3172,1717
327,3240,229,401,259,839,3173,1717
333,3240,230,401,264,840,3173,1717
330,3237,235,403,260,840,3171,1718
329,3239,229,402,259,841,3172,1719
330,3241,229,400,260,840,3171,1718
330,3235,235,399,259,840,3172,1717
330,3233,236,397,259,840,3172,1718
325,3234,231,397,259,841,3171,1718
330,3232,235,396,259,840,3172,1717
334,3234,235,400,259,838,3171,1718
331,3233,232,394,259,840,3173,1717
328,3230,234,399,259,840,3173,1717
332,3231,234,398,259,841,3172,1717
330,3228,233,396,259,841,3173,1717
330,3227,234,395,260,840,3172,1717
329,3227,235,395,259,841,3173,1717
330,3227,228,396,259,840,3173,1716
330,3227,235,401,259,839,3173,1717
329,3223,233,396,259,841,3173,1716
329,3223,235,398,259,840,3173,1716
330,3223,236,398,259,841,3171,1717
327,3226,230,396,260,841,3172,1719
330,3223,234,398,259,840,3172,1718
327,3220,233,396,259,841,3173,1717
329,3222,235,398,259,840,3172,1719
329,3222,234,396,259,841,3173,1717
325,3221,228,393,259,841,3169,1718
330,3223,237,397,259,841,3172,1717
331,3222,236,397,259,841,3173,1717
330,3223,235,396,259,841,3170,1717
326,3220,230,398,259,842,3172,1719
331,3222,232,395,259,841,3174,1717
328,3220,235,398,259,842,3173,1717
327,3221,234,394,259,841,3173,1716
330,3223,237,398,259,841,3173,1717
327,3223,230,394,259,841,3170,1718
329,3220,235,392,259,841,3174,1717
329,3220,234,390,259,841,3173,1717
330,3220,235,393,259,840,3173,1717
330,3219,233,392,259,840,3174,1717
323,3217,230,393,260,841,3171,1719
324,3217,235,396,259,840,3174,1719
328,3219,238,393,259,839,3173,1717
327,3220,236,396,259,840,3175,1718
328,3219,235,392,259,840,3173,1717
332,3225,233,395,259,841,3173,1717
334,3227,235,393,259,840,3173,1717
329,3223,235,392,259,840,3173,1717
325,3223,229,392,259,841,3173,1718
327,3219,229,395,259,839,3172,1716
328,3221,232,392,259,840,3173,1717
329,3223,235,400,259,840,3173,1718
330,3224,235,396,259,840,3173,1717
330,3224,232,392,259,839,3173,1717
326,3225,230,393,259,841,3171,1719
332,3227,230,395,259,840,3172,1716
333,3226,234,398,259,840,3173,1717
331,3227,235,399,259,839,3173,1717
332,3227,233,396,259,840,3173,1717
326,3230,230,396,259,841,3172,1718
332,3234,232,396,259,836,3172,1718
329,3231,231,395,259,840,3172,1718
325,3230,230,396,259,840,3170,1718
328,3232,226,393,259,840,3172,1719
327,3232,230,401,259,841,3170,1718
329,3229,228,397,259,841,3169,1718
327,3229,230,401,259,841,3170,1718
326,3231,229,397,259,841,3169,1719
330,3233,230,401,259,842,3171,1719
330,3232,235,396,259,840,3173,1718
328,3235,229,395,259,840,3170,1719
328,3236,230,397,259,838,3173,1717
327,3235,230,398,259,839,3171,1718
331,3237,234,401,259,839,3171,1716
330,3240,226,399,259,838,3173,1716
330,3238,230,399,259,839,3173,1716
328,3236,234,397,259,841,3173,1717
329,3236,233,396,259,839,3173,1717
330,3238,233,397,259,839,3173,1718
330,3238,235,398,259,839,3173,1716
331,3238,235,399,259,839,3173,1716
330,3238,232,394,259,839,3173,1717
327,3238,230,394,259,839,3172,1718
332,3241,235,396,259,838,3173,1718
330,3241,232,394,259,839,3171,1717
329,3241,233,397,259,841,3173,1717
329,3242,234,397,259,840,3173,1717
329,3245,230,392,259,841,3171,1718
336,3245,235,394,259,839,3173,1717
334,3246,234,396,259,839,3173,1717
332,3243,235,397,259,838,3173,1718
332,3244,234,398,259,840,3172,1717
330,3244,227,389,259,840,3173,1718
330,3245,231,392,259,839,3172,1717
333,3246,235,396,259,841,3171,1717
331,3248,232,393,259,838,3172,1717
333,3246,230,397,259,836,3171,1717
330,3247,234,394,259,839,3172,1717
331,3245,232,392,259,838,3173,1717
331,3248,235,396,259,838,3174,1717
330,3248,235,396,259,840,3173,1716
328,3248,230,401,259,841,3173,1719
330,3247,234,390,259,842,3173,1717
330,3248,234,394,259,840,3174,1718
330,3248,233,399,259,840,3174,1717
332,3252,236,399,259,840,3175,1717
329,3253,229,393,260,841,3171,1720
331,3252,235,396,259,840,3175,1717
332,3254,233,400,259,839,3174,1717
334,3253,234,396,259,840,3175,1717
333,3253,230,393,259,841,3175,1717
333,3256,235,394,259,841,3174,1716
334,3256,233,396,259,839,3175,1718
330,3256,234,397,259,840,3175,1717
329,3256,229,395,260,841,3173,1718
330,3254,228,397,259,841,3173,1717
330,3252,232,396,259,839,3174,1717
333,3256,233,397,259,840,3174,1717
332,3256,230,396,259,840,3175,1717
334,3259,235,403,259,840,3173,1718
330,3255,231,397,259,840,3172,1719
333,3256,235,398,259,840,3173,1716
333,3257,235,402,259,837,3173,1718
332,3258,235,401,259,841,3173,1716
328,3257,229,400,259,840,3171,1719
330,3259,230,396,259,840,3173,1717
331,3261,230,394,259,839,3175,1717
330,3259,232,395,259,842,3175,1717
330,3261,230,396,259,839,3175,1717
333,3261,230,394,259,839,3172,1718
332,3262,234,397,259,838,3175,1717
331,3261,231,398,259,838,3173,1717
327,3260,230,396,259,841,3173,1718
329,3261,232,395,259,841,3173,1718
333,3264,235,396,259,838,3174,1717
331,3262,231,398,259,840,3173,1718
336,3265,235,399,259,839,3176,1717
331,3263,230,397,259,839,3173,1718
330,3263,231,394,259,839,3171,1716
330,3265,230,395,259,841,3172,1720
335,3265,234,396,259,837,3173,1716
328,3263,229,395,259,836,3173,1716
327,3265,227,395,259,840,3173,1718
328,3264,230,399,259,841,3173,1718
329,3263,230,399,259,839,3173,1718
326,3265,232,401,259,840,3173,1717
330,3263,234,396,259,840,3173,1718
330,3265,235,396,259,840,3173,1717
329,3266,228,401,259,839,3173,1716
332,3268,235,398,259,839,3174,1716
330,3265,235,393,259,839,3173,1717
330,3268,230,393,259,839,3173,1717
333,3268,231,395,259,840,3173,1717
326,3268,230,395,260,840,3173,1718
333,3266,236,394,259,839,3173,1718
332,3269,237,399,259,840,3175,1718
333,3269,236,398,259,839,3176,1717
332,3269,235,397,259,839,3173,1717
329,3267,231,395,259,838,3171,1718
330,3269,232,395,259,838,3173,1718
335,3272,235,401,259,839,3177,1717
334,3271,234,400,259,838,3172,1717
331,3269,233,403,259,839,3173,1719
336,3269,235,402,259,839,3175,1718
332,3269,236,401,259,839,3174,1717
333,3270,234,396,259,838,3173,1718
333,3269,233,396,259,839,3174,1717
326,3269,230,394,259,840,3174,1718
332,3271,233,396,259,840,3173,1717
334,3269,232,401,259,840,3173,1717
330,3271,233,397,259,837,3173,1718
330,3269,231,397,259,839,3173,1717
329,3271,229,396,259,838,3173,1719
333,3270,236,399,259,838,3174,1719
336,3275,236,398,259,839,3173,1717
333,3269,235,398,259,835,3173,1718
334,3272,234,398,259,839,3173,1718
330,3269,234,396,259,837,3173,1717
330,3269,235,402,259,838,3174,1717
331,3270,234,392,259,838,3173,1717
334,3273,233,392,259,838,3173,1718
330,3270,228,396,259,836,3174,1716
330,3269,231,392,259,839,3174,1716
331,3273,230,391,259,836,3170,1718
332,3271,232,394,259,838,3173,1717
334,3275,235,396,259,838,3173,1717
327,3269,229,396,259,839,3174,1718
334,3272,235,395,259,838,3173,1716
335,3272,235,397,259,837,3174,1717
332,3272,235,401,259,838,3175,1716
334,3273,235,395,259,838,3175,1717
327,3273,230,396,260,840,3173,1718
334,3277,234,397,259,839,3176,1717
332,3274,230,397,259,839,3176,1717
334,3277,230,392,259,839,3176,1717
328,3272,227,400,260,840,3173,1719
335,3275,235,394,259,838,3174,1716
336,3275,235,397,259,839,3173,1716
337,3276,236,397,259,838,3176,1717
335,3274,234,396,259,839,3175,1718
328,3273,229,393,259,840,3173,1716
333,3276,233,394,259,837,3174,1717
330,3274,230,396,259,838,3172,1718
330,3273,230,396,259,840,3172,1719
329,3276,230,395,259,839,3173,1718
332,3275,236,397,259,839,3175,1717
330,3273,230,395,259,838,3173,1718
334,3277,236,401,259,839,3174,1718
331,3275,230,394,259,839,3175,1717
330,3277,235,396,259,839,3173,1717
331,3277,234,397,259,838,3175,1718
328,3276,228,394,260,840,3175,1716
328,3277,226,389,259,839,3176,1716
330,3278,228,393,259,841,3174,1718
328,3273,227,402,264,837,3175,1717
326,3277,230,402,259,840,3173,1717
330,3277,234,397,264,840,3173,1717
331,3278,234,393,259,838,3175,1718
335,3276,232,394,259,838,3175,1716
327,3275,230,393,259,840,3175,1718
334,3277,234,392,259,838,3174,1717
333,3274,235,394,259,839,3174,1717
330,3274,236,395,259,839,3174,1718
331,3276,234,393,259,837,3174,1718
328,3273,226,389,259,840,3173,1718
333,3275,232,390,259,838,3174,1717
332,3276,233,394,259,840,3176,1716
332,3274,235,396,259,838,3175,1717
334,3277,229,396,259,838,3175,1716
332,3275,234,393,259,838,3175,1717
327,3271,231,394,259,838,3174,1717
330,3276,233,394,259,836,3174,1717
333,3275,235,393,259,839,3174,1717
330,3276,230,396,259,839,3173,1718
332,3277,237,400,259,837,3173,1717
330,3276,235,400,259,837,3175,1717
331,3274,233,396,259,837,3175,1716
334,3277,234,396,259,836,3175,1717
329,3274,229,395,259,838,3173,1718
331,3274,234,397,259,838,3177,1716
330,3271,234,396,259,840,3175,1717
331,3273,235,396,259,837,3173,1717
330,3271,234,398,259,839,3175,1717
333,3275,233,398,259,838,3174,1717
330,3273,235,399,259,838,3175,1715
332,3276,236,397,259,838,3174,1718
332,3276,233,396,259,837,3173,1717
330,3274,231,397,260,841,3174,1718
332,3276,235,396,259,838,3176,1717
332,3278,235,396,259,839,3176,1718
332,3278,235,399,259,839,3174,1716
330,3275,234,396,259,838,3173,1717
327,3275,230,396,259,839,3173,1718
332,3275,233,396,259,839,3175,1718
334,3277,233,398,259,838,3174,1717
331,3275,233,401,259,839,3173,1716
331,3274,236,401,259,839,3175,1717
330,3276,230,398,259,838,3173,1719
332,3277,232,395,259,838,3175,1716
334,3277,233,398,259,838,3175,1717
334,3276,235,388,259,841,3175,1717
330,3273,235,402,259,838,3176,1717
334,3276,235,399,259,838,3175,1717
334,3276,235,400,259,837,3176,1718
334,3276,233,397,259,837,3175,1717
333,3275,236,398,259,837,3175,1717
330,3273,231,397,259,839,3175,1718
333,3275,234,401,259,837,3173,1717
330,3277,237,401,259,839,3174,1717
329,3276,235,396,259,838,3176,1717
333,3276,238,401,259,837,3176,1717
326,3279,230,401,259,836,3173,1718
334,3277,234,401,259,837,3175,1717
328,3276,230,405,259,838,3176,1718
329,3276,230,398,259,838,3174,1719
333,3278,232,400,259,838,3174,1718
329,3277,230,401,259,838,3174,1718
